Window Size, Global accuracy, Activity Fill medication dispenser, Activity Wash DVD, Activity Water plants, Activity Answer the phone, Activity Prepare birthday card, Activity Prepare soup, Activity Clean, Activity Choose outfit
10, 0.9370883255017656, 0.9288691808842579, 0.9352799014985352, 0.9328044396013144, 0.9225428064319313, 0.9509819448309876, 0.9379193164650061, 0.9441903925297538, 0.9441186217723377
20, 0.9612215909739324, 0.9356577129622234, 0.9666367599815663, 0.9754641318660673, 0.9385967601030938, 0.9746559985904188, 0.9564416146826813, 0.9751527020167738, 0.967167047588636
30, 0.965840736610304, 0.9458677937326042, 0.9664620129483519, 0.9777531133213572, 0.9536708942881076, 0.977601255998645, 0.9587850121594406, 0.9768290198536664, 0.9697567905802599
40, 0.9674378347741447, 0.9493297531550409, 0.967219200075531, 0.9784771873988823, 0.9542608863422204, 0.9759601278861553, 0.9602538786558596, 0.9806525354258898, 0.9733491092535764
50, 0.969688096337741, 0.9506399635384477, 0.9688438906340355, 0.9787688764165606, 0.9602333108961313, 0.9783576105317232, 0.9623440445168331, 0.9800085138563789, 0.9783085603118165
Average, 0.9602553168395775, 0.9420728808545149, 0.9608883530276039, 0.9686535497208364, 0.945860931612297, 0.9715113875675859, 0.9551487732959641, 0.9713666327364926, 0.9665400259013254
