Window Size, Global accuracy, Activity Fill medication dispenser, Activity Wash DVD, Activity Water plants, Activity Answer the phone, Activity Prepare birthday card, Activity Prepare soup, Activity Clean, Activity Choose outfit
10, 0.8991746056648191, 0.8795063917905901, 0.9015287689787319, 0.9147412708611915, 0.8377639682299124, 0.929441764992841, 0.9100681644059613, 0.932943553117348, 0.8874029629419757
20, 0.9285323963276649, 0.9109597984705939, 0.9333446833993811, 0.9542989539670709, 0.8995355676331288, 0.9409942745182276, 0.9307192102945889, 0.9674883028407801, 0.8909183794975482
30, 0.92890682949497, 0.888415192314825, 0.9371831292582545, 0.9523651017266055, 0.8996194329594489, 0.9463045870091277, 0.9322913893980441, 0.9715474122436143, 0.9035283910498413
40, 0.9457076406511785, 0.9312552878420594, 0.9385618269861056, 0.963099295481811, 0.9334825798948663, 0.9580343677966019, 0.9419682108489598, 0.9718116926726188, 0.9274478636864047
50, 0.9482156770700287, 0.9206149507368137, 0.9516245231445926, 0.9669639021465238, 0.9296403080271688, 0.9610579095784939, 0.943836430203892, 0.9808957231085997, 0.9310916696141447
Average, 0.9301074298417322, 0.9061503242309763, 0.9324485863534131, 0.9502937048366406, 0.9000083713489051, 0.9471665807790585, 0.9317766810302892, 0.9649373367965921, 0.908077853357983
