window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.8673500802216605,0.8745109774151888,0.8474799224591526,0.9437834829193626,0.8911880998414938,0.8949008498583569,0.9589465530596437,0.9624615384615385,0.3448275862068966,0.360852075333699,0.9705882352941176,0.0
12,0.8860796215629769,0.8955743849812581,0.8787039601218499,0.9633340290823071,0.9035781478642604,0.904438149197356,0.9620449264136328,0.9673846153846154,0.45830721003134794,0.4005302614737612,0.9877450980392157,0.0
19,0.8986033445132872,0.9050744952278955,0.8913043478260869,0.9702219439226327,0.9409202571562973,0.9130311614730878,0.9450038729666925,0.9267692307692308,0.631974921630094,0.4252148473212653,0.9901960784313726,0.0
avg,0.8840110154326415,0.8917199525414475,0.8724960768023632,0.9591131519747677,0.9118955016206839,0.9041233868429336,0.9553317841466563,0.9522051282051281,0.47836990595611284,0.3955323947095752,0.982843137254902,0.0
