window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.7121290994273816,0.9275053304904051,0.8834059022738268,0.6421800947867299,0.2834116856950974,0.0
12,0.7812444285968978,0.9530916844349681,0.9298500241896468,0.5770142180094787,0.5352585627938213,0.0
19,0.8861594867094409,0.9189765458422174,0.9685534591194969,0.7985781990521327,0.7723304231027536,0.0
avg,0.7931776715779068,0.9331911869225302,0.9272697951943235,0.6725908372827805,0.5303335571972241,0.0
