window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.5988428543518031,0.8670110561627871,0.8299639988922736,0.8960551033187226,0.840117747469997,0.8335221907459868,0.9721146398140976,0.9495384615384616,0.5109717868338558,0.32391662095447066,0.8970588235294118,0.0
12,0.5860253011673705,0.8910322235171827,0.8233868734422598,0.8774786057190566,0.6653194899310153,0.8386213408876299,0.9876065065840434,0.8904615384615384,0.2507836990595611,0.40363869080270615,0.928921568627451,0.0
19,0.5731171941374809,0.8764733675622893,0.8091248961506508,0.8479092743338204,0.6155199749115807,0.8438149197355996,0.9883810999225406,0.8455384615384616,0.14921630094043886,0.4581276284512708,0.9485294117647058,0.0
avg,0.5859951165522181,0.8781722157474197,0.8208252561617281,0.8738143277905331,0.706985737437531,0.838652817123072,0.9827007487735605,0.8951794871794871,0.3036572622779519,0.39522764673614924,0.9248366013071895,0.0
