window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9165980230642504,0.8087557603686636,0.9782214156079855,0.7693333333333333,0.8227848101265823,0.0
12,0.8797374550074105,0.8225806451612904,0.9750453720508166,0.5066666666666667,0.8842676311030742,0.0
19,0.8871459694989107,0.8548387096774194,0.9732304900181489,0.5346666666666666,0.9150090415913201,0.0
avg,0.8944938158568573,0.8287250384024577,0.9754990925589837,0.6035555555555555,0.8740204942736588,0.0
