window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.6124006854650257,0.7379310344827587,0.7271727172717272,0.39420289855072466,0.8867684478371501,0.563894523326572,0.32504780114722753,0.7365010799136069,0.0
12,0.6158730158730159,0.5795724465558195,0.7450110864745011,0.3536231884057971,0.8804071246819338,0.4632352941176471,0.4786488209050351,0.7394209354120267,0.0
19,0.5906811195599417,0.47911547911547914,0.7463687150837989,0.336231884057971,0.8399487836107554,0.3001107419712071,0.5442957297641811,0.7318181818181818,0.0
avg,0.6063182736326611,0.598872986718019,0.7395175062766758,0.36135265700483093,0.8690414520432799,0.442413519805142,0.44933078393881454,0.7359133990479384,0.0
