window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9194810543657331,0.8917050691244239,0.9196914700544465,0.92,0.8318264014466547,0.0
12,0.9237772602159644,0.9078341013824884,0.9428312159709619,0.8733333333333333,0.8245931283905967,0.0
19,0.8673202614379085,0.8847926267281107,0.9446460980036298,0.5586666666666666,0.8083182640144665,0.0
avg,0.9035261920065354,0.8947772657450077,0.9357229280096794,0.7840000000000001,0.8215792646172394,0.0
