window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.8027730176039881,0.8459770114942529,0.8987898789878987,0.6347826086956522,0.8982188295165394,0.8671399594320487,0.768642447418738,0.9136069114470843,0.0
12,0.783968253968254,0.8586698337292161,0.8813747228381374,0.6028985507246377,0.8804071246819338,0.7426470588235294,0.7329509241555131,0.8685968819599109,0.0
19,0.7814269535673839,0.8525798525798526,0.8972067039106145,0.5594202898550724,0.8719590268886044,0.6256921373200443,0.7705544933078394,0.8590909090909091,0.0
avg,0.7893894083798753,0.8524088992677737,0.8924571019122168,0.5990338164251208,0.8835283270290258,0.7451597185252075,0.7573826216273636,0.8804315674993015,0.0
