window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.8416406661654047,0.7746432733801619,0.9450983107172528,0.9873373686773812,0.8667676926024629,0.9886685552407932,0.8512780790085205,0.5403076923076923,0.7855799373040753,0.9036386908027062,0.9828431372549019,0.0
12,0.8815030912301424,0.8747566699215674,0.9446829133204099,0.9861545954219717,0.8922026339627901,0.9824362606232294,0.8481797056545314,0.704,0.7605015673981191,0.9070213933077345,0.9656862745098039,0.0
19,0.8931993712386067,0.9045295618483636,0.9447521462198837,0.9839977736032839,0.8942976113734167,0.9799811142587347,0.8543764523625097,0.6996923076923077,0.7510971786833855,0.9109526421649295,0.9485294117647058,0.0
avg,0.8721143762113845,0.851309835050031,0.9448444567525155,0.9858299125675455,0.8844226459795564,0.9836953100409191,0.8512780790085205,0.648,0.7657262277951933,0.9072042420917902,0.9656862745098039,0.0
