window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9110378912685337,0.8571428571428571,0.926497277676951,0.8626666666666667,0.8155515370705244,0.0
12,0.9167901757357612,0.8456221198156681,0.9514519056261344,0.784,0.8969258589511754,0.0
19,0.884313725490196,0.8870967741935484,0.9446460980036298,0.5853333333333334,0.9113924050632911,0.0
avg,0.9040472641648303,0.8632872503840247,0.940865093768905,0.7440000000000001,0.8746232670283303,0.0
