window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.7362026359143328,0.46774193548387094,0.8298548094373865,0.2786666666666667,0.7685352622061483,0.0
12,0.8043616345543088,0.7073732718894009,0.8983666061705989,0.3293333333333333,0.8770343580470162,0.0
19,0.7875816993464052,0.7764976958525346,0.8284936479128857,0.41733333333333333,0.8860759493670886,0.0
avg,0.7760486566050155,0.6505376344086021,0.852238354506957,0.34177777777777774,0.8438818565400843,0.0
