window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.8835675863265661,0.8486140724946695,0.9506531204644412,0.768957345971564,0.8085963734049698,0.0
12,0.8805491174897486,0.8614072494669509,0.9661344944363812,0.7488151658767772,0.7958361316319678,0.0
19,0.8852428964252979,0.7910447761194029,0.9685534591194969,0.8080568720379147,0.8072531900604433,0.0
avg,0.8831198667472041,0.8336886993603411,0.9617803580067731,0.7752764612954186,0.8038952316991269,0.0
