window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.7213256984209613,0.9360341151385928,0.8713110788582487,0.8341232227488151,0.22498321020819342,0.0
12,0.7357817792832947,0.9381663113006397,0.888243831640058,0.8850710900473934,0.24983210208193418,0.0
19,0.7142071494042164,0.9232409381663113,0.8887276245766812,0.7582938388625592,0.2706514439220954,0.0
avg,0.7237715423694908,0.9324804548685145,0.882760845024996,0.8258293838862558,0.24848891873740767,0.0
