window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.7497940691927513,0.5783410138248848,0.7908348457350273,0.472,0.7197106690777577,0.0
12,0.7510057167054838,0.5345622119815668,0.8303085299455535,0.388,0.7486437613019892,0.0
19,0.7485838779956427,0.5529953917050692,0.8312159709618875,0.404,0.7450271247739603,0.0
avg,0.7497945546312926,0.5552995391705069,0.8174531155474895,0.42133333333333334,0.7377938517179023,0.0
