window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.7104930523897767,0.7066210980565093,0.6514123511492661,0.5652960411883392,0.41418891849993905,0.0339943342776204,0.831138652207591,0.1636923076923077,0.0,0.04754068385445237,0.0,0.0
12,0.7405734872065848,0.7741802375027562,0.6911520354472446,0.6983232449732136,0.5291965716674796,0.09508970727101039,0.8179705654531371,0.12430769230769231,0.0,0.07441945511062352,0.0,0.0
19,0.7815024555441421,0.7991337764198192,0.6630434782608695,0.6695192374591248,0.7763994633865882,0.11161473087818696,0.0,0.10584615384615384,0.0,0.07807643079173524,0.0,0.0
avg,0.7441896650468345,0.7599783706596949,0.6685359549524601,0.6443795078735592,0.5732616511846689,0.08023292414227258,0.549703072553576,0.13128205128205128,0.0,0.0666788565856037,0.0,0.0
