window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.6915156507413509,0.4009216589861751,0.882486388384755,0.04533333333333334,0.5316455696202531,0.0
12,0.7711200508151599,0.5668202764976958,0.9537205081669692,0.11066666666666666,0.779385171790235,0.0
19,0.80479302832244,0.7419354838709677,0.9623411978221416,0.168,0.8607594936708861,0.0
avg,0.755809576626317,0.5698924731182796,0.9328493647912887,0.108,0.7239300783604582,0.0
