window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.6655683690280065,0.33640552995391704,0.8656987295825771,0.029333333333333333,0.45207956600361665,0.0
12,0.7118356976497988,0.26497695852534564,0.9106170598911071,0.136,0.6473779385171791,0.0
19,0.7250544662309368,0.29493087557603687,0.927858439201452,0.18533333333333332,0.6636528028933092,0.0
avg,0.7008195109695808,0.29877112135176653,0.9013914095583786,0.11688888888888889,0.5877034358047016,0.0
