window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.49691103789126856,0.0,0.7867513611615246,0.28933333333333333,0.08499095840867993,0.0
12,0.4924835909379632,0.0,0.7695099818511797,0.2826666666666667,0.12658227848101267,0.0
19,0.5087145969498911,0.0,0.7899274047186933,0.27066666666666667,0.1609403254972875,0.0
avg,0.4993697419263743,0.0,0.7820629159104658,0.2808888888888889,0.1241711874623267,0.0
