window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.558216206836717,0.8848614072494669,0.7300435413642961,0.245260663507109,0.1396910678307589,0.0
12,0.6801568907113568,0.8699360341151386,0.8867924528301887,0.4206161137440758,0.3337810611148422,0.0
19,0.7932172318973418,0.7803837953091685,0.9404934687953556,0.6137440758293838,0.6212222968435192,0.0
avg,0.6771967764818051,0.8450604122245914,0.8524431543299468,0.4265402843601896,0.36489814192970677,0.0
