window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.38276990185387133,0.43103448275862066,0.3179317931793179,0.011594202898550725,0.7430025445292621,0.48580121703853957,0.15933715742511154,0.8077753779697624,0.0
12,0.4768253968253968,0.6021377672209026,0.5254988913525499,0.08405797101449275,0.8244274809160306,0.4695378151260504,0.19821542383683874,0.7594654788418709,0.0
19,0.5038019737906487,0.6805896805896806,0.6033519553072626,0.1246376811594203,0.8156209987195903,0.33111849390919157,0.25047801147227533,0.7386363636363636,0.0
avg,0.45446575748997226,0.5712539768564012,0.4822608799463768,0.07342995169082127,0.7943503413882943,0.4288191753579272,0.20267686424474185,0.7686257401493323,0.0
