window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.3397536005552664,0.0,0.8388969521044993,0.024881516587677725,0.07857622565480188,0.0
12,0.3620966304154038,0.0,0.8359941944847605,0.0,0.145063801208865,0.0
19,0.39101741521539873,0.0,0.8863086598935656,0.0,0.180658159838818,0.0
avg,0.3642892153953563,0.0,0.8537332688276086,0.008293838862559242,0.13476606223416163,0.0
