window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.8139897180246144,0.8471264367816091,0.9130913091309131,0.7188405797101449,0.8994910941475827,0.8793103448275862,0.8030592734225621,0.8984881209503239,0.0
12,0.7557142857142857,0.8266033254156769,0.8603104212860311,0.6028985507246377,0.8842239185750637,0.7531512605042017,0.6341618865519439,0.8752783964365256,0.0
19,0.7281993204983013,0.8390663390663391,0.8782122905027933,0.6231884057971014,0.8783610755441741,0.49612403100775193,0.6169534735500318,0.8681818181818182,0.0
avg,0.7659677747457337,0.8375987004212083,0.8838713403065791,0.6483091787439613,0.8873586960889401,0.7095285454465133,0.6847248778415126,0.8806494451895559,0.0
