window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.59028637060631,0.8257000661479825,0.7889781224037663,0.8895150629652822,0.8199648151051192,0.8139754485363551,0.9310611928737413,0.9495384615384616,0.12476489028213165,0.3011519473395502,0.8406862745098039,0.0
12,0.5967709707069496,0.8280813935174978,0.7983937967322071,0.9103179572810131,0.8317364643578845,0.8145420207743154,0.9202168861347793,0.955076923076923,0.14921630094043886,0.3027975863960505,0.8627450980392157,0.0
19,0.6118123662327898,0.833395281443916,0.7984630296316809,0.9195018437347805,0.8756555220656131,0.8042492917847025,0.8884585592563904,0.947076923076923,0.18307210031347962,0.29109526421649295,0.8382352941176471,0.0
avg,0.5996232358486832,0.8290589137031321,0.7952783162558847,0.9064449546603587,0.8424522671762057,0.8109222536984576,0.9132455460883037,0.9505641025641025,0.15235109717868336,0.29834826598403125,0.8472222222222223,0.0
