window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.6031580773902482,0.34328358208955223,0.7851959361393324,0.07701421800947868,0.506380120886501,0.0
12,0.6908539846674987,0.579957356076759,0.8843734881470731,0.23104265402843602,0.5795836131631967,0.0
19,0.763519706691109,0.6332622601279317,0.9385582970488631,0.5130331753554502,0.6198791134989926,0.0
avg,0.6858439229162853,0.5188343994314143,0.8693759071117562,0.27369668246445494,0.5686142825162301,0.0
