window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.39874753562611376,0.048877059249692885,0.0,0.0,0.21274668617512324,0.0,0.3129357087529047,0.047384615384615386,0.0,0.0,0.0,0.0
12,0.4230374721922498,0.09050303965729045,0.0,0.0,0.298132534318166,0.02379603399433428,0.25484120836560803,0.005538461538461538,0.0,0.0,0.0,0.0
19,0.43987247155920395,0.11800485085204901,0.0,0.0,0.3868146418802376,0.029745042492917848,0.0,0.0,0.0,0.0,0.0,0.0
avg,0.4205524931258558,0.08579498325301078,0.0,0.0,0.2992312874578423,0.01784702549575071,0.1892589723728376,0.017641025641025643,0.0,0.0,0.0,0.0
