window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.6036765851378719,0.7540229885057471,0.7315731573157316,0.4057971014492754,0.8702290076335878,0.5121703853955375,0.30975143403441685,0.7451403887688985,0.0
12,0.6249206349206349,0.6484560570071259,0.802660753880266,0.4782608695652174,0.8575063613231552,0.5052521008403361,0.3894200127469726,0.8062360801781737,0.0
19,0.637760880116486,0.6474201474201474,0.8268156424581006,0.48695652173913045,0.8553137003841229,0.47619047619047616,0.4429572976418101,0.8113636363636364,0.0
avg,0.6221193667249976,0.6832997309776735,0.7870165178846994,0.4570048309178744,0.8610163564469553,0.49787098747544994,0.38070958147439987,0.7875800351035696,0.0
