window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.26624084748403176,0.041379310344827586,0.6875687568756875,0.0,0.20483460559796438,0.059837728194726165,0.491395793499044,0.0,0.0
12,0.3019047619047619,0.06294536817102138,0.48226164079822614,0.0,0.2099236641221374,0.051470588235294115,0.7170172084130019,0.0,0.0
19,0.31952758453324703,0.14742014742014742,0.576536312849162,0.0,0.2266325224071703,0.0664451827242525,0.6660293180369662,0.0,0.0
avg,0.2958910646406802,0.08391494197866546,0.5821222368410252,0.0,0.2137969307090907,0.0592511663847576,0.6248141066496706,0.0,0.0
