window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.6913097199341022,0.9956284153005465,0.4078341013824885,0.8806715063520871,0.042666666666666665,0.5352622061482821
12,0.7700614016514927,0.9974424552429667,0.5576036866359447,0.9541742286751361,0.10933333333333334,0.7775768535262206
19,0.8032679738562092,1.0,0.7396313364055299,0.9623411978221416,0.16133333333333333,0.8589511754068716
avg,0.7548796984806013,0.9976902901811711,0.5683563748079877,0.9323956442831216,0.10444444444444445,0.7239300783604582
