window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.6119333229474996,0.7841140529531568,0.7390804597701149,0.7271727172717272,0.39420289855072466,0.8867684478371501,0.5649087221095335,0.32377310388782665,0.7365010799136069
12,0.6157142857142858,0.8417582417582418,0.5795724465558195,0.7427937915742794,0.3536231884057971,0.8804071246819338,0.4642857142857143,0.4780114722753346,0.7394209354120267
19,0.5901957612036888,0.8617511520737328,0.4742014742014742,0.7463687150837989,0.336231884057971,0.8386683738796414,0.3001107419712071,0.5455704270235819,0.7318181818181818
avg,0.6059477899551581,0.8292078155950438,0.5976181268424695,0.7387784079766018,0.36135265700483093,0.8686146487995753,0.44310172612215165,0.4491183343955811,0.7359133990479384
