window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.7251908396946565,0.7413441955193483,0.8620689655172413,0.856985698569857,0.19420289855072465,0.9020356234096693,0.845841784989858,0.46526449968132566,0.9114470842332614
12,0.7603174603174603,0.8263736263736263,0.8634204275534442,0.8414634146341463,0.2811594202898551,0.8753180661577609,0.8088235294117647,0.6175908221797323,0.8997772828507795
19,0.7940462708299628,0.8525345622119815,0.8624078624078624,0.8681564245810056,0.3565217391304348,0.8732394366197183,0.7774086378737541,0.7431485022307202,0.8772727272727273
avg,0.7598515236140265,0.8067507947016521,0.8626324184928492,0.8555351792616696,0.2772946859903382,0.8835310420623829,0.8106913174251256,0.608667941363926,0.8961656981189227
