window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.3425299323269131,0.0,0.0,0.895500725689405,0.0035545023696682463,0.08059100067159167
12,0.3665537528971296,0.0,0.0,0.8916303821964199,0.0,0.1430490261920752
19,0.38863428047662696,0.0,0.0,0.9022738268021286,0.0,0.1712558764271323
avg,0.3659059885668899,0.0,0.0,0.8964683115626512,0.0011848341232227487,0.13163196776359973
