window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.4038012151425456,0.2729124236252546,0.42873563218390803,0.37293729372937295,0.005797101449275362,0.7442748091603053,0.5182555780933062,0.16889738687061823,0.8272138228941684
12,0.5387301587301587,0.5692307692307692,0.671021377672209,0.6895787139689579,0.15072463768115943,0.8396946564885496,0.5220588235294118,0.24601657106437222,0.7861915367483296
19,0.5866364665911665,0.6497695852534562,0.7100737100737101,0.8156424581005587,0.1855072463768116,0.8297055057618438,0.4429678848283499,0.3702995538559592,0.7795454545454545
avg,0.509722613487957,0.4973042593698267,0.6032769066432757,0.6260528219329632,0.11400966183574879,0.8045583238035662,0.49442742881702273,0.26173783726364985,0.7976502713959842
