window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.7011831954862735,0.7671773605504251,0.7356600623680978,0.6963445029077818,0.8511097196131636,0.4632735886850952,0.04636449480642115,0.8628969790859798,0.3046153846153846,0.05642633228840126,0.07149387456573414,0.0
12,0.7656111932577584,0.7472044907386662,0.8468201719847545,0.7323456106341734,0.8820009740485633,0.6351822172670895,0.193862134088763,0.8931061192873742,0.5501538461538461,0.16739811912225705,0.08347046992137502,0.0
19,0.7782417179040103,0.7303968095550405,0.878656250984345,0.7455690944336749,0.9581854866764071,0.6448072198895413,0.2610009442870633,0.750580945003873,0.6326153846153846,0.129153605015674,0.09361857743646004,0.004901960784313725
avg,0.7483453688826808,0.7482595536147106,0.8203788284457323,0.7247530693252101,0.8970987267793781,0.5810876752805753,0.16707585772741582,0.8355280144590758,0.49579487179487175,0.11765935214211076,0.08286097397452306,0.0016339869281045752
