window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9656095551894563,0.980327868852459,0.8271889400921659,0.985480943738657,0.972,0.9620253164556962
12,0.9695109040863857,0.9757033248081841,0.9032258064516129,0.9809437386569873,0.9746666666666667,0.9602169981916817
19,0.9514161220043573,0.9861325115562404,0.9124423963133641,0.9791288566243194,0.8586666666666667,0.9566003616636528
avg,0.9621788604267332,0.9807212350722945,0.880952380952381,0.9818511796733213,0.9351111111111111,0.9596142254370102
