window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.6035207976320299,0.8024439918533605,0.7551724137931034,0.7315731573157316,0.4115942028985507,0.8689567430025446,0.5121703853955375,0.3078393881453155,0.7451403887688985
12,0.6255555555555555,0.8219780219780219,0.649643705463183,0.8037694013303769,0.4782608695652174,0.8575063613231552,0.5052521008403361,0.3906947100063735,0.8062360801781737
19,0.6397023135414981,0.8225806451612904,0.6474201474201474,0.8268156424581006,0.48695652173913045,0.8553137003841229,0.4795127353266888,0.4486934353091141,0.8113636363636364
avg,0.6229262222430278,0.8156675529975576,0.6840787555588114,0.7873860670347362,0.4589371980676329,0.8605922682366076,0.4989784071875208,0.3824091778202677,0.7875800351035696
