window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9526288391462779,0.9865771812080537,0.9189765458422174,0.9283986453797775,0.957345971563981,0.9738079247817327
12,0.9577464788732394,0.9932432432432432,0.9275053304904051,0.9433962264150944,0.9561611374407583,0.9704499664204164
19,0.9307057745187901,0.9948805460750854,0.8955223880597015,0.9433962264150944,0.8270142180094787,0.9576897246474144
avg,0.9470270308461025,0.9915669901754608,0.914001421464108,0.9383970327366553,0.9135071090047394,0.9673158719498546
