window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.7355848434925865,0.9934426229508196,0.4631336405529954,0.8298548094373865,0.2773333333333333,0.7685352622061483
12,0.8013974168960406,0.9974424552429667,0.695852534562212,0.8951905626134301,0.32666666666666666,0.8770343580470162
19,0.7880174291938998,1.0,0.7741935483870968,0.8294010889292196,0.4186666666666667,0.8860759493670886
avg,0.774999896527509,0.996961692731262,0.6443932411674347,0.851482153660012,0.34088888888888885,0.8438818565400843
