window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.7868826920081009,0.6089613034623218,0.5839080459770115,0.9548954895489549,0.27246376811594203,0.628498727735369,0.8945233265720081,0.9719566602931804,0.8228941684665226
12,0.8288888888888889,0.7428571428571429,0.7220902612826603,0.9600886917960089,0.37681159420289856,0.7391857506361323,0.8665966386554622,0.9674952198852772,0.7928730512249443
19,0.8469503316615434,0.7488479262672811,0.773955773955774,0.9508379888268157,0.4579710144927536,0.8245838668373879,0.8593576965669989,0.9636711281070746,0.7704545454545455
avg,0.8209073041861776,0.7002221241955819,0.6933180270718152,0.9552740567239265,0.3690821256038647,0.7307561150696298,0.8734925539314897,0.9677076694285107,0.7954072550486707
