window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.7255024147063406,0.7087576374745418,0.8735632183908046,0.8481848184818482,0.1826086956521739,0.9020356234096693,0.821501014198783,0.4958572339069471,0.9028077753779697
12,0.7393650793650793,0.8395604395604396,0.8432304038004751,0.7716186252771619,0.2608695652173913,0.8842239185750637,0.8067226890756303,0.5838113448056087,0.8930957683741648
19,0.7591004691797444,0.8502304147465438,0.8267813267813268,0.8,0.3130434782608696,0.8783610755441741,0.770764119601329,0.6724028043339707,0.884090909090909
avg,0.7413226544170547,0.7995161639271751,0.8478583163242023,0.80660114791967,0.2521739130434783,0.8882068725096356,0.7996626076252474,0.5840237943488421,0.8933314842810146
