window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.48311367380560133,0.3978142076502732,0.0,0.7776769509981851,0.2906666666666667,0.09041591320072333
12,0.489942832945162,0.3976982097186701,0.0,0.778584392014519,0.2826666666666667,0.13562386980108498
19,0.5047930283224401,0.4206471494607088,0.0,0.793557168784029,0.2733333333333333,0.162748643761302
avg,0.49261651169106785,0.4053865222765507,0.0,0.7832728372655776,0.2822222222222222,0.1295961422543701
