window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.8094718803551955,0.8716904276985743,0.8574712643678161,0.8151815181518152,0.463768115942029,0.9033078880407125,0.742393509127789,0.8036966220522626,0.9028077753779697
12,0.8157142857142857,0.8813186813186813,0.8230403800475059,0.8625277161862528,0.5507246376811594,0.8893129770992366,0.6880252100840336,0.8508604206500956,0.8641425389755011
19,0.8291538585989322,0.8732718894009217,0.816953316953317,0.8837988826815643,0.5797101449275363,0.8860435339308579,0.7275747508305648,0.8667941363926067,0.865909090909091
avg,0.8181133415561378,0.8754269994727258,0.8324883204562129,0.853836039006544,0.5314009661835749,0.8928881330236024,0.7193311566807958,0.8404503930316549,0.8776198017541873
