window_size,Total accuracy,Accuracy Activity Fill medication dispenser,Accuracy Activity Wash DVD,Accuracy Activity Water plants,Accuracy Activity Answer the phone,Accuracy Activity Prepare birthday card,Accuracy Activity Prepare soup,Accuracy Activity Clean,Accuracy Activity Choose outfit
5,0.2685776600716622,0.11608961303462322,0.041379310344827586,0.6787678767876788,0.0,0.20483460559796438,0.059837728194726165,0.5060548119821542,0.0
12,0.2892063492063492,0.15164835164835164,0.06175771971496437,0.4223946784922395,0.0,0.22519083969465647,0.06092436974789916,0.691523263224984,0.0
19,0.3033489726581459,0.10138248847926268,0.14742014742014742,0.464804469273743,0.0,0.235595390524968,0.07973421926910298,0.6622052262587635,0.0
avg,0.2870443273120524,0.12304015105407917,0.0835190591599798,0.5219890081845537,0.0,0.2218736119391963,0.06683210573724277,0.6199277671553006,0.0
