window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.9873095845642869,0.9880724938183092,0.9907550319715248,0.9770839102741623,0.9869894941904961,0.9944784100607897,0.9390934844192634,0.8505034856700232,0.8393846153846154,0.7197492163009405,0.9743097458401901,0.8799019607843137
12,0.9749267710743154,0.9823083472175262,0.9854411440451066,0.9709221822209915,0.9855284213455785,0.9881889763779528,0.9515580736543909,0.8489542989930287,0.9064615384615384,0.6783699059561129,0.5178277564454197,0.946078431372549
19,0.9653485570162844,0.9731631110911957,0.9823510882918071,0.9575602326225422,0.9798232797606623,0.9454326881195881,0.9487252124645892,0.8543764523625097,0.9335384615384615,0.5536050156739812,0.4868348875479978,0.9485294117647058
avg,0.9758616375516289,0.981181317375677,0.9861824214361462,0.9685221083725652,0.9841137317655789,0.9760333581861103,0.9464589235127479,0.8512780790085205,0.8931282051282051,0.6505747126436782,0.6596574632778692,0.9248366013071895
