window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.9885869146927008,0.9895267696744785,0.9925473273065172,0.9795070617557463,0.9871286439852501,0.994600337914337,0.9430594900849858,0.8505034856700232,0.8369230769230769,0.4971786833855799,0.9935088681660267,0.8799019607843137
12,0.98661823714775,0.9873759079040096,0.989576967902479,0.9789531985599557,0.9860850205245947,0.9946519406313149,0.9542020774315392,0.8489542989930287,0.8892307692307693,0.5015673981191222,0.9892119217407205,0.8799019607843137
19,0.9849425855592099,0.984850274764444,0.9875767789082432,0.977637773469953,0.9842064982954151,0.9942679931006847,0.9840415486307837,0.8528272656855151,0.9058461538461539,0.42382445141065833,0.9861949168038032,0.8799019607843137
avg,0.9867159124665535,0.9872509841143108,0.9899003580390797,0.9786993445952183,0.9858067209350866,0.9945067572154455,0.9604343720491029,0.8507616834495223,0.8773333333333334,0.47419017763845345,0.9896385689035169,0.8799019607843137
