window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.9883338168341158,0.9945984039627999,0.9961886162472045,0.9835918028247023,0.9871286439852501,0.9518733343784292,0.990462700661001,0.8505034856700232,0.8307692307692308,0.2683385579937304,0.9941488389102212,0.11519607843137254
12,0.986425821577482,0.9923049661280007,0.9945128673575456,0.9832456383273331,0.9859458707298406,0.9481220820848721,0.9875354107648725,0.8489542989930287,0.888,0.2852664576802508,0.9904004388370817,0.10784313725490197
19,0.9844038163803592,0.9897304497663789,0.9931143100135446,0.9815840487399612,0.9841369233980379,0.9467567991358433,0.9845136921624174,0.8303640588690937,0.9021538461538462,0.20815047021943572,0.989851892484915,0.10784313725490197
avg,0.9863878182639857,0.9922112732857266,0.9946052645394315,0.9828071632973322,0.9857371460377097,0.9489174051997149,0.9875039345294302,0.8432739478440485,0.8736410256410257,0.2539184952978056,0.9914670567440727,0.11029411764705882
