window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9643739703459637,0.9978142076502732,0.9101382488479263,0.9650635208711433,0.9613333333333334,0.9529837251356239
12,0.970146093584586,1.0,0.9101382488479263,0.9764065335753176,0.968,0.9529837251356239
19,0.9379084967320261,0.9953775038520801,0.9101382488479263,0.9782214156079855,0.7813333333333333,0.9439421338155516
avg,0.9574761868875253,0.9977305705007845,0.9101382488479263,0.9732304900181488,0.9035555555555556,0.9499698613622666
