window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.5953496442824917,0.9697986577181208,0.16631130063965885,0.7793904208998549,0.06872037914691943,0.5486903962390867
12,0.6231057229452666,0.9716216216216216,0.29850746268656714,0.7972907595549105,0.15402843601895735,0.5762256548018805
19,0.6383134738771769,0.9795221843003413,0.47121535181236673,0.8287373004354136,0.245260663507109,0.5151108126259234
avg,0.6189229470349784,0.973647487880028,0.31201137171286425,0.8018061602967262,0.15600315955766195,0.5466756212222968
