window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.963387124761409,0.9686800894854586,0.8166311300639659,0.9787131107885825,0.9751184834123223,0.9785090664875755
12,0.9486539490105188,0.9567567567567568,0.8464818763326226,0.9637155297532656,0.9182464454976303,0.9731363331094695
19,0.9347387717690192,0.9812286689419796,0.8742004264392325,0.9550072568940493,0.8270142180094787,0.9684351914036265
avg,0.9489266151803157,0.9688885050613983,0.845771144278607,0.9658119658119658,0.9067930489731437,0.9733601970002238
