window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.963213604025681,0.9664429530201343,0.8272921108742004,0.9762941461054668,0.9727488151658767,0.9805238415043653
12,0.9386699946514531,0.9527027027027027,0.7526652452025586,0.9777455249153363,0.8933649289099526,0.9617192746809939
19,0.9334555453712191,0.9778156996587031,0.7270788912579957,0.9791969037252056,0.8886255924170616,0.9429147078576225
avg,0.9451130480161177,0.9656537851271801,0.7690120824449181,0.9777455249153363,0.9182464454976303,0.9617192746809939
