window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9746705107084019,0.980327868852459,0.9055299539170507,0.9895644283121597,0.9693333333333334,0.9674502712477396
12,0.9756510692356553,0.9769820971867008,0.9055299539170507,0.9913793103448276,0.9746666666666667,0.9674502712477396
19,0.9747276688453159,0.9722650231124808,0.9055299539170507,0.9913793103448276,0.9746666666666667,0.9656419529837251
avg,0.9750164162631244,0.9765249963838801,0.9055299539170507,0.9907743496672717,0.9728888888888889,0.9668474984930682
