window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.6668039538714992,0.9912568306010929,0.33640552995391704,0.8652450090744102,0.030666666666666665,0.46112115732368897
12,0.7107770484861317,0.9974424552429667,0.26036866359447003,0.9092558983666061,0.13466666666666666,0.6491862567811935
19,0.7248366013071895,1.0,0.29493087557603687,0.9274047186932849,0.18133333333333335,0.6690777576853526
avg,0.7008058678882735,0.9962330952813532,0.29723502304147464,0.9006352087114338,0.11555555555555556,0.593128390596745
