window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.7741153415785018,0.7516610111494483,0.8511229407503071,0.6773054555524786,0.7921797815348223,0.7649753531553186,0.07034938621340887,0.7358636715724245,0.46215384615384614,0.18369905956112853,0.042238069116840374,0.0
12,0.7559682129477917,0.6149305654566711,0.8989384823762875,0.7405150927720853,0.8965421276003618,0.7520381854923002,0.41199244570349386,0.9109217660728117,0.7470769230769231,0.13667711598746082,0.061437191442676904,0.029411764705882353
19,0.7262608530906701,0.5041285954628223,0.9116703940529813,0.7382996399889228,0.9036387671328184,0.7632803108176386,0.5680830972615675,0.8845855925639039,0.9563076923076923,0.038871473354231974,0.0862132016822088,0.7598039215686274
avg,0.7521148025389879,0.6235733906896472,0.8872439390598587,0.7187067294378289,0.8641202254226675,0.7600979498217525,0.3501416430594901,0.8437903434030467,0.7218461538461538,0.11974921630094043,0.06329615408057536,0.2630718954248366
