window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.5575221238938053,0.9821029082774049,0.8869936034115139,0.7290759554910499,0.24407582938388625,0.13834788448623236
12,0.6787306115172045,0.9756756756756757,0.8656716417910447,0.8848572810836962,0.4194312796208531,0.3331094694425789
19,0.7926672777268561,0.9795221843003413,0.7803837953091685,0.9400096758587324,0.6137440758293838,0.6198791134989926
avg,0.6763066710459552,0.9791002560844739,0.8443496801705757,0.8513143041444927,0.42575039494470773,0.3637788224759346
