window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.9540170050321013,0.9832214765100671,0.8955223880597015,0.9356555394291244,0.957345971563981,0.9785090664875755
12,0.9605990372615439,0.9864864864864865,0.8997867803837953,0.97677793904209,0.9182464454976303,0.9684351914036265
19,0.9541704857928506,0.9897610921501706,0.8699360341151386,0.9787131107885825,0.9241706161137441,0.9496306245802552
avg,0.9562621760288318,0.9864896850489081,0.8884150675195452,0.9637155297532655,0.9332543443917851,0.965524960823819
