window_size,Total accuracy,Accuracy Activity Other,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.4550037144258367,0.8376058627277653,0.7644470343654518,0.6698975353087787,0.8830445975092187,0.8185713539217223,0.017847025495750707,0.6320681642137878,0.26584615384615384,0.5811912225705329,0.004205522033278479,0.0,0.0
12,0.44718661062006726,0.7864617916515604,0.8784798563643809,0.7210606480199391,0.9223544145272385,0.8054839384015051,0.15306893295561852,0.8830364058869093,0.7495384615384615,0.9072100313479624,0.03254708356189431,0.7549019607843137,0.0
19,0.40870115241433114,0.5931897524472163,0.9011717642611901,0.7341456660204929,0.9054477144646211,0.758436852100284,0.48583569405099153,0.9287374128582494,0.848,0.9084639498432602,0.11857743646004754,0.7867647058823529,0.0
avg,0.43696382582007837,0.7390858022755139,0.8480328849970076,0.7083679497830703,0.9036155755003593,0.7941640481411705,0.21891721750078694,0.8146139943196489,0.6211282051282051,0.7989550679205851,0.05177668068507344,0.5138888888888888,0.0
