window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.5798368332869567,0.12820032344398594,0.8686427063974549,0.8288562725006924,0.8351074932164475,0.7684764243786034,0.8453257790368272,0.9821843532145623,0.947076923076923,0.5141065830721003,0.31861400621685865,0.875
12,0.5509967866599765,0.08104430856719202,0.8883453554666583,0.8269177513154251,0.5042788561886872,0.5956553550275242,0.8480642115203022,0.994577846630519,0.8763076923076923,0.2683385579937304,0.4070213933077345,0.9632352941176471
19,0.5311923672392816,0.07971631436800104,0.8704098025010237,0.8107864857380227,0.3624852153343074,0.5031273411502344,0.8418319169027384,0.9953524399690162,0.8406153846153847,0.16175548589341693,0.45383068202596455,0.9705882352941176
avg,0.5540086623954049,0.09632031545972634,0.8757992881217124,0.8221868365180468,0.5672905215798141,0.6224197068521207,0.8450739691532894,0.9907048799380326,0.888,0.3147335423197492,0.39315536051685257,0.9362745098039217
