window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.5859452242950263,0.19387493227636945,0.8255236715280184,0.7881473276100803,0.8753913587977458,0.8202957621361759,0.8135033050047215,0.930286599535244,0.9483076923076923,0.12539184952978055,0.2995063082830499,0.7745098039215687
12,0.5927702069651476,0.20592872011503852,0.8273254165747944,0.797216837441152,0.8926459333472483,0.8316493624137691,0.8125590179414542,0.9202168861347793,0.9538461538461539,0.14984326018808777,0.3010605229475224,0.7965686274509803
19,0.6063107040410649,0.22784877160536574,0.8315777868775003,0.7981860980337857,0.902316844082655,0.8749237765039984,0.8064211520302171,0.8892331525948877,0.9476923076923077,0.1761755485893417,0.28935820076796487,0.7549019607843137
avg,0.5950087117670796,0.20921747466559124,0.8281422916601043,0.7945167543616728,0.8901180454092165,0.8422896336846478,0.8108278249921309,0.9132455460883037,0.9499487179487179,0.15047021943573669,0.29664167733284574,0.7753267973856209
