window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.5189053739631868,0.5538591267012379,0.5633099190474691,0.0,0.0007653238711472901,0.6066084896622599,0.0,0.0,0.45292307692307693,0.1360501567398119,0.0,0.0
12,0.5244745204781971,0.5152698964897773,0.5987368885249,0.0,0.0,0.6404954358581284,0.0,0.0,0.5427692307692308,0.07899686520376176,0.0,0.0
19,0.5284052728333042,0.5030613117812639,0.6146533530727313,0.0,0.0,0.6525253933132393,0.0,0.0,0.563076923076923,0.0018808777429467085,0.0,0.0
avg,0.5239283890915627,0.5240634449907596,0.5922333868817001,0.0,0.0002551079570490967,0.6332097729445426,0.0,0.0,0.5195897435897435,0.07230929989550679,0.0,0.0
