window_size,Total accuracy,Accuracy Activity Other,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.30860843191909243,0.19407453876643188,0.8185119853844458,0.7761700360011077,0.8169484450010436,0.7859817804950271,0.8084985835694051,0.941130906274206,0.908923076923077,0.5924764890282131,0.24840007313951362,0.8431372549019608,0.0
12,0.31919591431878414,0.20882912462370104,0.8151762371247677,0.7807394073663805,0.839142837264315,0.7872273709149188,0.8053824362606232,0.935708752904725,0.9556923076923077,0.7322884012539185,0.25470835618943133,0.8406862745098039,0.0
19,0.32110745451422634,0.20749705682267203,0.8127980596591804,0.7812240376626973,0.870521115981354,0.7169015802219628,0.8070821529745043,0.9132455460883037,0.9710769230769231,0.7260188087774294,0.2436460047540684,0.8259803921568627,0.0
avg,0.3163039335840343,0.20346690673760168,0.8154954273894646,0.7793778270100619,0.8422041327489042,0.7633702438773029,0.8069877242681777,0.9300284017557449,0.9452307692307692,0.6835945663531869,0.2489181446943378,0.8366013071895425,0.0
