window_size,Total accuracy,Accuracy Activity Make a phone call,Accuracy Activity Wash hands,Accuracy Activity Cook,Accuracy Activity Eat,Accuracy Activity Clean
5,0.5290647232344265,0.9552572706935123,0.9211087420042644,0.6560232220609579,0.29265402843601895,0.10745466756212223
12,0.5505437689427706,0.9148648648648648,0.9445628997867804,0.683115626511853,0.4395734597156398,0.12424445936870383
19,0.5576535288725939,0.9948805460750854,0.8933901918976546,0.6865021770682148,0.4822274881516588,0.14372061786433848
avg,0.545754007016597,0.9550008938778208,0.9196872778962332,0.6752136752136751,0.40481832543443924,0.12513991493172152
