window_size,Total accuracy,Accuracy Activity Meal_Preparation,Accuracy Activity Relax,Accuracy Activity Eating,Accuracy Activity Work,Accuracy Activity Sleeping,Accuracy Activity Wash_Dishes,Accuracy Activity Bed_to_Toilet,Accuracy Activity Enter_Home,Accuracy Activity Leave_Home,Accuracy Activity Housekeeping,Accuracy Activity Respirate
5,0.9316487771377149,0.9398329008526048,0.9377012001133965,0.9444752146219884,0.9557503652682112,0.9047220915852363,0.9495750708215297,0.9914794732765299,0.9513846153846154,0.5360501567398119,0.6937282867068933,0.9754901960784313
12,0.9029544670754758,0.94211411788189,0.9230257977131697,0.9497369149819994,0.9437139080219856,0.643073653403944,0.9442870632672332,0.9938032532920217,0.8886153846153846,0.3843260188087774,0.7148473212653136,0.9632352941176471
19,0.8880766236342054,0.93945405588167,0.9109175670142061,0.9523677651620049,0.9279204063174007,0.5501855497674094,0.9414542020774316,0.9953524399690162,0.8744615384615385,0.3793103448275862,0.7167672334978973,0.9681372549019608
avg,0.907559955949132,0.9404670248720549,0.9238815216135908,0.9488599649219975,0.9424615598691991,0.6993270982521965,0.9451054453887315,0.9935450555125226,0.9048205128205128,0.4332288401253918,0.7084476138233681,0.9689542483660131
